design,folder,part_a_source,part_b_source,printer,file_type,file_name,sku,theme,print_time_h,objects_pre_merge,color_changes,model_material_g,total_material_g,colors_used,per_color_g,time_add_per_wig_min,filament_per_unit_g,time_per_gram_min,waste_per_unit_g,throughput_wig_day,plate_utilization_pct,object_area_mm2,available_area_mm2,bed_area_mm2,exclusion_area_mm2,calibration_area_mm2,calibration_estimated,prime_tower_bbox,prime_tower_area_mm2,objects_on_plate,total_layers,print_height_mm,effective_layer_height_mm,variable_layer_height,layer_height_min_mm,layer_height_max_mm,layer_height_mean_mm,travel_distance_mm,travel_moves,travel_ratio_pct,retractions,z_hops,layers_gcode,total_extruded_filament_mm,feature_mix_pct,feature_filament_mm,prime_tower_filament_mm,support_filament_mm,outer_wall_loops,tool_changes_gcode,outer_loops_per_layer,layer_time_min_mean,layer_time_min_max,object_count_gcode,object_filament_mm_mean,object_filament_mm_min,object_filament_mm_max,color_changes_per_layer
X1C_Carrot_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Carrot_Foodz,X1C_Carrot_Foodz_Data.tsv,X1C_Carrot_Foodz_Full.gcode.3mf,X1C,Standard,Carrot_Foodz,fud-sw-2609,Foodz,23.32,88,93,262.7,311.06,4,"[{""grams"": 9.02, ""color"": ""Esun Cold White""}, {""grams"": 9.66, ""color"": ""Esun Black""}, {""grams"": 241.65, ""color"": ""Esun Orange""}, {""grams"": 50.73, ""color"": ""Esun Peak Green""}]",13.69,2.99,5.33,0.55,90.6,70.6,43274.0,61330.0,65536.0,504.0,3192.0,False,"[30.98, 15.18, 60.98, 32.18]",510.0,45,80,11.43,0.143,True,0.08,0.2,0.106,1632734.9,826637,35.3,673707,113141,80,176217.5,"{""outer_wall"": 38.1, ""infill"": 32.2, ""inner_wall"": 19.4, ""prime_tower"": 9.6, ""bridge"": 0.6, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 34269.5, ""outer_wall"": 67093.3, ""infill"": 56768.8, ""prime_tower"": 16941.5, ""bridge"": 993.7, ""overhang"": 9.0}",16941.5,0.0,49901,96,623.8,17.61,66.0,45,3537.5,1818.2,3636.1,1.16
X1C_Cheese_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Cheese_Foodz,X1C_Cheese_Foodz_Data.tsv,X1C_Cheese_Foodz_Full.gcode.3mf,X1C,Standard,Cheese_Foodz,fud-sw-2614,Foodz,22.65,116,33,268.28,288.47,3,"[{""grams"": 9.12, ""color"": ""Esun Cold White""}, {""grams"": 7.29, ""color"": ""Esun Black""}, {""grams"": 272.06, ""color"": ""Esun Yellow""}]",11.02,2.31,5.07,0.17,122.9,76.8,47039.5,61277.5,65536.0,504.0,3192.0,False,"[29.63, 15.0, 74.63, 27.5]",562.5,59,68,9.98,0.147,True,0.08,0.2,0.114,1714914.8,889437,35.6,746187,127630,68,168614.3,"{""outer_wall"": 36.9, ""infill"": 32.3, ""inner_wall"": 25.9, ""prime_tower"": 4.2, ""bridge"": 0.6, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 43726.8, ""outer_wall"": 62139.4, ""infill"": 54424.7, ""prime_tower"": 7034.6, ""overhang"": 152.6, ""bridge"": 994.7}",7034.6,0.0,43158,36,634.7,20.15,75.0,59,2736.6,1395.8,2825.7,0.49
X1C_Cherries_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Cherries_Foodz,X1C_Cherries_Foodz_Data.tsv,X1C_Cherries_Foodz_Full.gcode.3mf,X1C,Standard,Cherries_Foodz,fud-sw-2622,Foodz,21.9,62,102,245.95,298.6,4,"[{""grams"": 8.99, ""color"": ""Esun Cold White""}, {""grams"": 6.59, ""color"": ""Esun Black""}, {""grams"": 200.05, ""color"": ""Esun Fire Engine Red""}, {""grams"": 82.97, ""color"": ""Esun Peak Green""}]",17.79,3.97,5.34,0.85,67.9,64.6,39510.0,61150.0,65536.0,504.0,3192.0,False,"[29.19, 15.92, 59.19, 38.92]",690.0,32,72,11.7,0.162,True,0.08,0.2,0.157,1614764.8,853309,37.9,715197,122180,72,179473.4,"{""outer_wall"": 36.2, ""infill"": 30.9, ""inner_wall"": 22.3, ""prime_tower"": 10.3, ""bridge"": 0.2, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 40001.9, ""outer_wall"": 64928.5, ""infill"": 55533.7, ""prime_tower"": 18425.4, ""overhang"": 25.9, ""bridge"": 416.3}",18425.4,0.0,41922,105,582.2,18.39,65.0,32,5030.1,2581.7,5223.8,1.42
X1C_Cookie_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Cookie_Foodz,X1C_Cookie_Foodz_Data.tsv,X1C_Cookie_Foodz_Full.gcode.3mf,X1C,Standard,Cookie_Foodz,fud-sw-2608,Foodz,17.98,70,100,256.9,306.1,4,"[{""grams"": 7.38, ""color"": ""Esun Cold White""}, {""grams"": 4.47, ""color"": ""Esun Black""}, {""grams"": 260.14, ""color"": ""Esun Gold""}, {""grams"": 34.11, ""color"": ""Esun Brown""}]",12.51,3.67,4.2,0.7,93.4,61.9,37804.0,61096.2,65536.0,504.0,3192.0,False,"[28.51, 15.0, 53.51, 44.75]",743.8,36,79,12.4,0.157,True,0.08,0.2,0.12,1523045.4,671262,40.6,571252,90822,79,152988.0,"{""outer_wall"": 43.0, ""inner_wall"": 26.6, ""infill"": 18.7, ""prime_tower"": 11.3, ""bridge"": 0.4, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 40711.0, ""outer_wall"": 65734.8, ""infill"": 28562.0, ""prime_tower"": 17250.4, ""overhang"": 27.6, ""bridge"": 560.7}",17250.4,0.0,42844,103,542.3,13.73,53.0,36,3768.0,1935.2,3885.0,1.27
X1C_Corn_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Corn_Foodz,X1C_Corn_Foodz_Data.tsv,X1C_Corn_Foodz_Full.gcode.3mf,X1C,Standard,Corn_Foodz,fud-sw-2618,Foodz,26.08,102,93,314.92,366.73,4,"[{""grams"": 7.14, ""color"": ""Esun Cold White""}, {""grams"": 8.34, ""color"": ""Esun Black""}, {""grams"": 196.25, ""color"": ""Esun Yellow""}, {""grams"": 155.0, ""color"": ""Esun Peak Green""}]",13.4,3.09,4.97,0.51,93.9,68.4,41926.8,61285.0,65536.0,504.0,3192.0,False,"[24.36, 15.12, 54.36, 33.62]",555.0,52,79,12.99,0.164,True,0.08,0.2,0.136,2016309.4,1048982,38.0,858911,142821,79,217209.1,"{""outer_wall"": 38.2, ""infill"": 32.8, ""inner_wall"": 20.0, ""prime_tower"": 8.4, ""bridge"": 0.6, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 43482.3, ""outer_wall"": 83006.6, ""infill"": 71236.9, ""prime_tower"": 18141.1, ""bridge"": 1196.1, ""overhang"": 4.5}",18141.1,0.0,63978,96,809.8,19.95,60.0,52,3826.4,1950.4,3930.7,1.18
X1C_FrenchFries_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_FrenchFries_Foodz,X1C_FrenchFries_Foodz_Data.tsv,X1C_FrenchFries_Foodz_Full.gcode.3mf,X1C,Standard,FrenchFries_Foodz,fud-sw-2607,Foodz,24.33,100,97,276.64,328.44,4,"[{""grams"": 5.83, ""color"": ""Esun Cold White""}, {""grams"": 4.47, ""color"": ""Esun Black""}, {""grams"": 119.14, ""color"": ""Esun Yellow""}, {""grams"": 199.0, ""color"": ""Esun Red""}]",12.56,2.77,5.28,0.52,98.6,72.5,44287.5,61082.5,65536.0,504.0,3192.0,False,"[29.73, 15.0, 59.73, 40.25]",757.5,51,80,11.83,0.148,True,0.081,0.2,0.121,2016767.9,862958,38.7,692812,125171,80,188406.8,"{""outer_wall"": 42.2, ""infill"": 25.5, ""inner_wall"": 22.0, ""prime_tower"": 9.6, ""bridge"": 0.6, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 41409.6, ""outer_wall"": 79518.3, ""infill"": 47957.7, ""prime_tower"": 18109.2, ""overhang"": 47.9, ""bridge"": 1222.6}",18109.2,0.0,48991,100,612.4,18.38,84.0,51,3337.4,1717.7,3420.7,1.21
X1C_Hamburger_EPIC_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Hamburger_EPIC_Foodz,X1C_Hamburger_EPIC_Foodz_Data.tsv,X1C_Hamburger_EPIC_Foodz_Full.gcode.3mf,X1C,Standard,Hamburger_EPIC_Foodz,fud-frw-2604,RARE Foodz,47.1,134,103,466.6,514.37,4,"[{""grams"": 26.08, ""color"": ""Esun Cold White""}, {""grams"": 56.0, ""color"": ""Sunlu Silk (Red Copper)""}, {""grams"": 392.85, ""color"": ""Sunlu Silk (Light Gold)""}, {""grams"": 39.44, ""color"": ""Esun Peak Green""}]",19.45,3.48,6.06,0.36,68.3,74.6,45928.5,61555.0,65536.0,504.0,3192.0,False,"[29.78, 15.0, 59.78, 24.5]",285.0,64,101,19.51,0.193,True,0.125,0.2,0.178,2816448.8,1068745,38.3,839514,147959,101,252146.7,"{""outer_wall"": 41.0, ""infill"": 28.0, ""inner_wall"": 22.9, ""prime_tower"": 6.7, ""bridge"": 1.3, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 57789.8, ""outer_wall"": 103377.6, ""infill"": 70642.0, ""prime_tower"": 16819.9, ""bridge"": 3211.4, ""overhang"": 164.4}",16819.9,0.0,59360,106,587.7,28.16,50.0,64,3675.8,1750.9,5276.2,1.02
X1C_HotDog_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_HotDog_Foodz,X1C_HotDog_Foodz_Data.tsv,X1C_HotDog_Foodz_Full.gcode.3mf,X1C,Standard,HotDog_Foodz,fud-sw-2603,Foodz,28.02,101,103,363.36,422.01,4,"[{""grams"": 4.78, ""color"": ""Esun Cold White""}, {""grams"": 4.1, ""color"": ""Esun Black""}, {""grams"": 257.7, ""color"": ""Esun Magenta""}, {""grams"": 155.43, ""color"": ""Esun Gold""}]",14.46,3.6,4.63,0.58,86.5,73.7,45017.5,61082.5,65536.0,504.0,3192.0,False,"[29.89, 15.0, 59.89, 40.25]",757.5,51,77,12.43,0.161,True,0.08,0.2,0.143,2354745.4,1104507,37.6,881690,163820,77,240038.8,"{""outer_wall"": 40.5, ""infill"": 28.2, ""inner_wall"": 22.2, ""prime_tower"": 8.5, ""bridge"": 0.5, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 53370.2, ""outer_wall"": 97234.9, ""infill"": 67572.8, ""prime_tower"": 20450.3, ""bridge"": 1269.2}",20450.3,0.0,80627,106,1047.1,22.01,64.0,51,4304.0,2169.5,4422.0,1.34
X1C_Jalapeno_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Jalapeno_Foodz,X1C_Jalapeno_Foodz_Data.tsv,X1C_Jalapeno_Foodz_Full.gcode.3mf,X1C,Standard,Jalapeno_Foodz,fud-sw-2621,Foodz,21.58,99,79,291.03,317.82,4,"[{""grams"": 8.26, ""color"": ""Esun Cold White""}, {""grams"": 3.33, ""color"": ""Esun Black""}, {""grams"": 268.12, ""color"": ""Esun Pine Green""}, {""grams"": 38.11, ""color"": ""Esun Olive Green""}]",11.83,2.94,4.45,0.27,110.1,70.2,43061.2,61352.5,65536.0,504.0,3192.0,False,"[3.6, 40.43, 33.6, 56.68]",487.5,50,86,15.1,0.176,True,0.086,0.2,0.155,1904108.9,816740,38.8,676398,111517,86,173921.9,"{""outer_wall"": 39.2, ""infill"": 34.0, ""inner_wall"": 20.4, ""prime_tower"": 5.5, ""bridge"": 0.9, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 35420.5, ""outer_wall"": 68091.2, ""infill"": 59136.4, ""prime_tower"": 9503.9, ""bridge"": 1625.7, ""overhang"": 2.6}",9503.9,0.0,46448,82,540.1,15.13,60.0,50,3286.4,1647.7,3338.1,0.92
X1C_Lemon_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Lemon_Foodz,X1C_Lemon_Foodz_Data.tsv,X1C_Lemon_Foodz_Full.gcode.3mf,X1C,Standard,Lemon_Foodz,fud-sw-2615,Foodz,29.78,119,84,404.39,449.19,3,"[{""grams"": 190.71, ""color"": ""Esun Cold White""}, {""grams"": 4.29, ""color"": ""Esun Black""}, {""grams"": 254.19, ""color"": ""Esun Yellow""}]",13.51,3.4,4.42,0.38,95.9,75.1,46064.2,61367.7,65536.0,504.0,3192.0,False,"[30.25, 15.0, 100.25, 21.75]",472.3,60,77,13.14,0.171,True,0.08,0.2,0.111,2322177.5,1283644,35.5,1070551,192671,77,268521.8,"{""outer_wall"": 44.6, ""infill"": 25.1, ""inner_wall"": 24.1, ""prime_tower"": 5.8, ""bridge"": 0.3, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 64681.1, ""outer_wall"": 119861.2, ""infill"": 67434.2, ""prime_tower"": 15663.2, ""bridge"": 681.3, ""overhang"": 59.3}",15663.2,0.0,89745,87,1165.5,23.41,54.0,60,4212.6,2100.4,4263.2,1.09
X1C_Orange_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Orange_Foodz,X1C_Orange_Foodz_Data.tsv,X1C_Orange_Foodz_Full.gcode.3mf,X1C,Standard,Orange_Foodz,fud-sw-2611,Foodz,23.43,88,75,280.61,321.55,4,"[{""grams"": 16.91, ""color"": ""Esun Cold White""}, {""grams"": 5.27, ""color"": ""Esun Black""}, {""grams"": 272.11, ""color"": ""Esun Orange""}, {""grams"": 27.26, ""color"": ""Esun Peak Green""}]",14.11,3.19,5.01,0.47,90.1,69.2,42424.8,61330.0,65536.0,504.0,3192.0,False,"[29.47, 15.0, 59.47, 32.0]",510.0,45,114,14.71,0.129,True,0.08,0.2,0.116,1787089.4,814410,33.3,660684,117146,114,176198.1,"{""outer_wall"": 39.6, ""infill"": 29.8, ""inner_wall"": 22.3, ""prime_tower"": 8.2, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 39231.4, ""outer_wall"": 69851.8, ""prime_tower"": 14377.8, ""infill"": 52589.3, ""overhang"": 6.2}",14377.8,0.0,54777,78,480.5,12.37,73.0,45,3593.7,1841.0,3716.4,0.66
X1C_Pickle_RARE_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Pickle_RARE_Foodz,X1C_Pickle_RARE_Foodz_Data.tsv,X1C_Pickle_RARE_Foodz_full.gcode.3mf,X1C,Standard,Pickle_RARE_Foodz,fud-rw-2601,RARE Foodz,29.22,81,75,267.27,297.48,4,"[{""grams"": 8.12, ""color"": ""Esun Cold White""}, {""grams"": 4.26, ""color"": ""Esun Black""}, {""grams"": 13.76, ""color"": ""Esun Pine Green""}, {""grams"": 271.34, ""color"": ""Sunlu Silk (Bronze)""}]",19.73,3.3,6.56,0.37,66.5,65.8,40135.5,60995.0,65536.0,504.0,3192.0,False,"[30.1, 15.0, 82.1, 31.25]",845.0,41,80,12.91,0.161,True,0.08,0.2,0.126,1540459.8,696654,35.1,563024,88258,80,146324.5,"{""outer_wall"": 37.3, ""infill"": 34.3, ""inner_wall"": 20.4, ""prime_tower"": 7.3, ""bridge"": 0.6, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 29872.0, ""outer_wall"": 54621.2, ""infill"": 50184.5, ""prime_tower"": 10671.8, ""overhang"": 7.2, ""bridge"": 826.2}",10671.8,0.0,39281,78,491.0,22.05,43.0,41,3306.2,1681.6,3387.8,0.94
X1C_Pineapple_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Pineapple_Foodz,X1C_Pineapple_Foodz_Data.tsv,X1C_Pineapple_Foodz_Full.gcode.3mf,X1C,Standard,Pineapple_Foodz,fud-sw-2606,Foodz,23.52,87,106,262.33,321.31,4,"[{""grams"": 11.47, ""color"": ""Esun Cold White""}, {""grams"": 9.3, ""color"": ""Esun Black""}, {""grams"": 214.06, ""color"": ""Esun Yellow""}, {""grams"": 86.48, ""color"": ""Esun Pine Green""}]",13.59,3.02,5.38,0.68,88.8,72.3,44126.5,61027.5,65536.0,504.0,3192.0,False,"[28.99, 15.0, 78.99, 31.25]",812.5,44,85,12.32,0.145,True,0.08,0.2,0.113,1722361.9,819217,37.2,678909,112588,85,180384.0,"{""outer_wall"": 38.1, ""infill"": 28.4, ""inner_wall"": 21.3, ""prime_tower"": 11.4, ""bridge"": 0.7, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 38503.7, ""outer_wall"": 68660.9, ""infill"": 51293.5, ""prime_tower"": 20559.1, ""bridge"": 1183.6, ""overhang"": 41.6}",20559.1,0.0,47716,109,561.4,16.7,63.0,44,3630.4,1825.4,3720.2,1.25
X1C_Pizza_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Pizza_Foodz,X1C_Pizza_Foodz_Data.tsv,X1C_Pizza_Foodz_Full.gcode.3mf,X1C,Standard,Pizza_Foodz,fud-sw-2605,Foodz,21.98,95,79,253.51,289.66,4,"[{""grams"": 4.87, ""color"": ""Esun Cold White""}, {""grams"": 3.41, ""color"": ""Esun Black""}, {""grams"": 33.13, ""color"": ""Esun Red""}, {""grams"": 248.25, ""color"": ""Esun Gold""}]",12.2,2.67,5.2,0.38,103.7,72.8,44437.8,61082.5,65536.0,504.0,3192.0,False,"[29.25, 15.0, 59.25, 40.25]",757.5,48,70,10.59,0.151,True,0.08,0.2,0.095,1754777.6,794554,37.7,646428,111415,70,158842.7,"{""outer_wall"": 38.7, ""infill"": 28.6, ""inner_wall"": 24.4, ""prime_tower"": 8.0, ""bridge"": 0.2, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 38683.6, ""outer_wall"": 61499.2, ""infill"": 45435.5, ""prime_tower"": 12757.1, ""bridge"": 325.5, ""overhang"": 0.2}",12757.1,0.0,53083,82,758.3,19.0,77.0,48,3041.4,1507.1,3083.3,1.13
X1C_Popsicle_RARE_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Popsicle_RARE_Foodz,X1C_Popsicle_RARE_Foodz_Data.tsv,X1C_Popsicle_RARE_Foodz_Full.gcode.3mf,X1C,Standard,Popsicle_RARE_Foodz,fud-rw-2602,RARE Foodz,15.88,87,65,212.37,242.58,4,"[{""grams"": 9.06, ""color"": ""Esun Cold White""}, {""grams"": 4.69, ""color"": ""Esun Black""}, {""grams"": 198.55, ""color"": ""Sunlu Silk (Purple)""}, {""grams"": 30.28, ""color"": ""Esun Bone White""}]",9.35,2.44,4.49,0.35,131.5,72.5,44470.5,61334.0,65536.0,504.0,3192.0,False,"[28.83, 15.2, 74.83, 26.2]",506.0,44,59,9.1,0.154,True,0.08,0.2,0.114,1066989.4,476961,32.0,380186,64083,59,108661.1,"{""outer_wall"": 35.6, ""infill"": 31.4, ""inner_wall"": 21.8, ""prime_tower"": 9.8, ""bridge"": 1.2, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 23723.9, ""outer_wall"": 38694.7, ""infill"": 34091.8, ""prime_tower"": 10633.7, ""overhang"": 39.2, ""bridge"": 1336.3}",10633.7,0.0,25536,68,432.8,16.29,71.0,44,2225.5,1095.4,2272.9,1.1
X1C_Raspberry_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Raspberry_Foodz,X1C_Raspberry_Foodz_Data.tsv,X1C_Raspberry_Foodz_Full.gcode.3mf,X1C,Standard,Raspberry_Foodz,fud-sw-2620,Foodz,24.63,98,97,298.57,354.04,4,"[{""grams"": 10.06, ""color"": ""Esun Cold White""}, {""grams"": 6.15, ""color"": ""Esun Black""}, {""grams"": 278.04, ""color"": ""Esun Magenta""}, {""grams"": 59.79, ""color"": ""Esun Peak Green""}]",12.92,3.05,4.95,0.57,95.5,73.5,45039.8,61296.0,65536.0,504.0,3192.0,False,"[34.25, 11.4, 102.25, 19.4]",544.0,50,82,13.1,0.16,True,0.08,0.204,0.122,1895406.0,864764,37.4,698740,110518,82,184081.8,"{""outer_wall"": 35.4, ""infill"": 32.3, ""inner_wall"": 20.8, ""prime_tower"": 10.5, ""bridge"": 0.8, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 38376.0, ""outer_wall"": 65218.4, ""infill"": 59472.8, ""prime_tower"": 19321.7, ""overhang"": 25.5, ""bridge"": 1525.9}",19321.7,0.0,44415,100,541.6,18.15,69.0,50,3293.4,1645.8,3380.5,1.18
X1C_Smore_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Smore_Foodz,X1C_Smore_Foodz_Data.tsv,X1C_Smore_Foodz_Full.gcode.3mf,X1C,Standard,Smore_Foodz,fud-fw-2601,Foodz,30.8,115,170,409.33,500.29,3,"[{""grams"": 188.69, ""color"": ""Esun Cold White""}, {""grams"": 82.28, ""color"": ""Esun Brown""}, {""grams"": 229.32, ""color"": ""Esun Gold""}]",13.0,3.56,4.51,0.79,89.6,79.1,48457.2,61270.0,65536.0,504.0,3192.0,False,"[30.14, 15.0, 90.14, 24.5]",570.0,58,89,14.74,0.166,True,0.08,0.2,0.114,2473618.4,992522,35.8,791154,141034,89,236701.4,"{""outer_wall"": 34.0, ""infill"": 32.6, ""inner_wall"": 19.5, ""prime_tower"": 13.4, ""bridge"": 0.4, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 46173.9, ""outer_wall"": 80527.5, ""infill"": 77106.7, ""prime_tower"": 31705.3, ""overhang"": 19.2, ""bridge"": 1027.2}",31705.3,0.0,57953,173,651.2,20.89,75.0,58,3533.7,1774.9,3568.3,1.91
X1C_SodaPop_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_SodaPop_Foodz,X1C_SodaPop_Foodz_Data.tsv,X1C_SodaPop_Foodz_Full.gcode.3mf,X1C,Standard,SodaPop_Foodz,fud-sw-2602,Foodz,40.33,154,127,574.72,646.65,4,"[{""grams"": 101.92, ""color"": ""Esun Cold White""}, {""grams"": 23.8, ""color"": ""Esun Black""}, {""grams"": 429.12, ""color"": ""Esun Red""}, {""grams"": 91.81, ""color"": ""Esun Silver""}]",13.98,3.73,4.21,0.47,91.6,75.5,46487.2,61555.0,65536.0,504.0,3192.0,False,"[28.3, 15.0, 58.3, 24.5]",285.0,64,129,23.84,0.185,True,0.08,0.2,0.129,5754199.2,1481003,50.9,1206554,221071,129,345276.1,"{""outer_wall"": 41.0, ""inner_wall"": 26.2, ""infill"": 21.3, ""prime_tower"": 7.3, ""bridge"": 2.7, ""other"": 1.5, ""overhang"": 0.0}","{""other"": 5272.4, ""inner_wall"": 90634.3, ""outer_wall"": 141569.9, ""infill"": 73447.0, ""prime_tower"": 25072.6, ""bridge"": 9234.5, ""overhang"": 45.3}",25072.6,0.0,74094,130,574.4,18.83,66.0,64,5002.0,2075.0,6254.6,0.98
X1C_Strawberry_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Strawberry_Foodz,X1C_Strawberry_Foodz_Data.tsv,X1C_Strawberry_Foodz_Full.gcode.3mf,X1C,Standard,Strawberry_Foodz,fud-sw-2619,Foodz,25.93,103,138,294.12,365.99,4,"[{""grams"": 35.13, ""color"": ""Esun Cold White""}, {""grams"": 7.69, ""color"": ""Esun Black""}, {""grams"": 267.03, ""color"": ""Esun Red""}, {""grams"": 56.14, ""color"": ""Esun Pine Green""}]",12.32,2.86,5.29,0.7,95.3,72.9,44647.5,61251.0,65536.0,504.0,3192.0,False,"[29.58, 15.0, 91.58, 24.5]",589.0,52,81,13.29,0.164,True,0.08,0.2,0.122,2114751.2,1067147,40.8,902151,132202,81,206714.3,"{""outer_wall"": 38.6, ""infill"": 27.2, ""inner_wall"": 21.8, ""prime_tower"": 12.2, ""bridge"": 0.2, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 45077.5, ""outer_wall"": 79791.1, ""infill"": 56265.0, ""prime_tower"": 25116.8, ""overhang"": 5.1, ""bridge"": 317.1}",25116.8,0.0,46353,141,572.3,19.34,85.0,52,3491.1,1772.9,3548.0,1.7
X1C_Sushi_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Sushi_Foodz,X1C_Sushi_Foodz_Data.tsv,X1C_Sushi_Foodz_Full.gcode.3mf,X1C,Standard,Sushi_Foodz,fud-sw-2610,Foodz,29.92,96,169,314.76,397.12,4,"[{""grams"": 245.85, ""color"": ""Esun Cold White""}, {""grams"": 5.0, ""color"": ""Esun Black""}, {""grams"": 29.2, ""color"": ""Esun Pine Green""}, {""grams"": 117.07, ""color"": ""Esun Pink""}]",15.19,3.28,5.7,0.86,77.0,74.6,45599.8,61150.0,65536.0,504.0,3192.0,False,"[30.67, 16.41, 60.67, 39.41]",690.0,49,80,12.77,0.16,True,0.09,0.205,0.15,2616917.9,1009448,43.4,799075,158063,80,223413.4,"{""outer_wall"": 39.7, ""inner_wall"": 26.0, ""infill"": 21.1, ""prime_tower"": 13.0, ""bridge"": 0.1, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""outer_wall"": 88721.8, ""inner_wall"": 58173.0, ""infill"": 47108.8, ""prime_tower"": 28936.2, ""overhang"": 18.9, ""bridge"": 313.2}",28936.2,0.0,82358,172,1029.5,22.61,73.0,49,3968.1,2007.5,4066.6,2.11
X1C_Waffle_EPIC_Foodz,C:\ZB_Designs\Foodz\X1C_Foodz\X1C_Standard_Foodz\X1C_Waffle_EPIC_Foodz,X1C_Waffle_EPIC_Foodz_Data.tsv,X1C_Waffle_EPIC_Foodz_Full.gcode.3mf,X1C,Standard,Waffle_EPIC_Foodz,fud-rw-2605,RARE Foodz,33.98,77,102,257.34,299.53,4,"[{""grams"": 5.94, ""color"": ""Esun Cold White""}, {""grams"": 5.24, ""color"": ""Esun Black""}, {""grams"": 230.26, ""color"": ""Sunlu Silk (Light Gold)""}, {""grams"": 58.09, ""color"": ""Sunlu Silk (Red Copper)""}]",23.71,3.34,7.92,0.55,54.4,70.8,43227.2,61082.5,65536.0,504.0,3192.0,False,"[37.61, 17.4, 67.61, 42.65]",757.5,39,77,10.61,0.138,True,0.08,0.2,0.104,1786133.1,728116,35.4,574970,100833,77,157490.5,"{""outer_wall"": 35.9, ""infill"": 31.1, ""inner_wall"": 22.4, ""prime_tower"": 9.4, ""bridge"": 1.1, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 35278.9, ""outer_wall"": 56556.3, ""infill"": 48947.9, ""prime_tower"": 14820.0, ""overhang"": 4.5, ""bridge"": 1741.4}",14820.0,0.0,44551,105,578.6,26.71,57.0,39,3656.0,1843.7,3719.6,1.32
